id_n,Year,sector_code,Sector_long,Sector_short,QIP_flag,Spl_depr_flag,mintax_flag,Assets,Turnover,Age_2023,Audit_flag,Legal_form,assets,Oper_rev,Sub_rev,Other_rev,Op_wdv,Add_assets,Dispose_assets,Add_assets_spl,profit_before_tax,Donations_grants,non_ded_exp,unrecorded_inc,dec_provision,loss_disposal,other_ded_exp,dividends,capgain_disp_assets,other_inc,charity_cont,int_exp,int_inc,e41,depr,accum_inc,accum_exp,Loss_lag1,Loss_lag2,Loss_lag3,Loss_lag4,Loss_lag5,Loss_lag6,Loss_lag7,Loss_lag8,Loss_lag9,Loss_lag10,weight
12374,2022,310,Manufacture of furniture,3,0,0,0,3975940210,0,2,N,0,3975940210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12375,2022,823,Office administrative and other business support activities,2,0,0,0,213200780,419835110,6,N,0,213200780,419835110,0,107166,72523655,0,0,0,105373915,0,43776802,0,0,0,0,0,0,0,0,0,0,-130927906,18222811,0,0,102947835,84188875,0,0,0,0,0,0,0,0,1
12376,2022,649,Financial service activities,3,0,0,1,586678432,10169,1,N,0,586678432,0,0,10169,0,0,0,0,-13505213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12377,2022,454,"Import-Export and Domestic Trade of Motor Vehicles, Motorcycles, Parts and Accessories",2,0,0,0,191147600,0,1,N,1,191147600,0,0,0,0,0,0,0,-8852400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12378,2022,620,Software publishing,2,0,0,1,11032968553,19068891159,3,N,0,11032968553,19055255079,0,13636080,2350219073,1025837419,0,0,-42598676400,0,3511373367,0,0,0,0,0,0,0,0,494039918,13567491,-26098338347,1327603123,0,0,22349671185,3748667162,0,0,0,0,0,0,0,0,1
12379,2022,681,Real estate activities,2,0,0,1,2430664293,128126020,7,N,1,2430664293,128126020,0,0,0,0,0,0,-56048362,0,61952374,0,0,0,0,0,0,0,0,0,0,0,58500000,0,0,0,0,0,0,0,0,0,0,0,0,1
12380,2022,464,Import-export of food and non-alcoholic beverages,3,0,0,1,5627166379,36784853364,7,N,0,5627166379,36784853364,0,0,69902220,0,0,0,1540524533,0,42696349,0,0,0,0,0,0,0,0,0,0,0,17693197,0,0,0,0,0,0,0,0,0,0,0,0,1
12381,2022,649,Financial service activities,2,0,0,0,63936000,0,6,N,1,63936000,0,0,0,0,0,0,0,-25743000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23572000,25685000,25513000,25469000,10082000,0,0,0,0,0,1
12382,2022,869,Human health and social activities,2,0,0,0,241042816,0,1,N,0,241042816,0,0,0,0,13647484,0,0,-173175347,0,2355746,0,0,0,0,0,0,0,0,0,0,0,3411871,0,0,0,0,0,0,0,0,0,0,0,0,1
12383,2022,702,Activities of head offices; management consultancy activities,2,0,0,0,1338436,0,3,N,0,1338436,0,0,0,0,0,0,0,-6737100,0,205850,0,0,0,0,0,0,0,0,0,0,-12291865,0,0,0,6790665,5501200,0,0,0,0,0,0,0,0,1
12384,2022,81,"Quarrying of stone, sand and clay",3,0,0,1,4194741249,8951142559,4,N,0,4194741249,8948772590,0,2369969,790977319,0,0,0,-4027319255,0,1796029453,0,0,0,0,0,0,0,0,0,2357463,0,168330552,0,0,738452481,0,0,0,0,0,0,0,0,0,1
12385,2022,241,Manufacture of basic metals,3,0,0,0,770577223,1477422320,8,N,1,770577223,1477422320,0,0,13521616,2537070,0,0,101778057,0,4160383,0,0,0,0,0,0,0,0,0,0,0,4160383,0,0,0,0,0,0,0,0,0,0,0,0,1
12386,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,2025452669,2354546097,2,N,0,2025452669,2354546097,0,0,0,0,0,0,180106010,0,2262292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12387,2022,479,Sale of computers and electronic equipment,2,0,0,0,14500000,0,4,N,0,14500000,0,0,0,0,0,0,0,-14788250,0,0,0,0,0,0,0,0,0,0,0,0,-31911750,0,0,0,13409250,13453750,5048750,0,0,0,0,0,0,0,1
12388,2022,11,Agriculture,1,0,0,1,7891106722,3258868988,7,N,0,7891106722,3258868988,0,0,853804434,1766816149,0,0,-9656690652,0,710140424,0,0,0,0,0,0,0,0,0,0,-10758465454,681167547,0,0,6985940289,1522883990,1040017473,661442752,548180950,0,0,0,0,0,1
12389,2022,521,Warehousing and support activities for transportation,2,0,0,0,7325445701,0,2,Y,0,7325445701,0,0,741748362,9044173,18634612,0,0,-1308206805,0,203274685,0,0,0,0,0,0,0,0,0,0,0,104062265,0,0,456916250,0,0,0,0,0,0,0,0,0,1
12390,2022,463,Import-export of food and non-alcoholic beverages,2,0,0,0,386998000,0,1,N,0,386998000,0,0,0,0,0,0,0,-24702000,0,12351000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12391,2022,741,"Other professional, scientific and technical activities",3,0,0,0,385683350,0,1,N,0,385683350,0,0,0,0,0,0,0,-14522500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12392,2022,471,Sale in non-specialized stores,2,0,0,0,377999474,601554179,7,N,1,377999474,601554179,0,0,16468000,0,0,0,105840371,0,31627082,0,0,0,0,0,0,0,0,0,0,0,4117000,0,0,0,0,0,0,0,0,0,0,0,0,1
12393,2022,702,Activities of head offices; management consultancy activities,2,0,0,0,97981471,0,5,N,0,97981471,0,0,0,0,0,0,0,-22972860,0,1976160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20777400,20782000,20650400,20006600,0,0,0,0,0,0,1
12394,2022,465,Import-export of food and non-alcoholic beverages,2,0,0,1,2762865755,4837536961,7,N,0,2762865755,4837536961,0,16361082,192470,0,0,0,226490623,0,23311977,0,0,0,0,0,0,75444002,0,0,4169986,-63180136,96235,0,0,0,0,0,0,0,0,0,0,0,0,1
12395,2022,139,Manufacture of textiles,3,0,0,1,45700923,62063610,2,N,0,45700923,62050930,0,12680,8328274,0,0,0,-56381698,0,10335811,0,0,0,0,0,0,0,0,0,0,0,5479378,0,0,9762323,0,0,0,0,0,0,0,0,0,1
12396,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,762837310,0,2,N,0,762837310,0,0,0,0,0,0,0,-18916705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18369495,0,0,0,0,0,0,0,0,0,1
12397,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,92744936,284275309,3,N,0,92744936,284275309,0,35365,399444,0,0,0,48705633,0,2445663,0,0,0,0,0,0,0,0,0,14368,-11792308,199722,0,0,0,0,0,0,0,0,0,0,0,0,1
12398,2022,854,Education,3,0,0,0,4181534301,2981788200,6,Y,0,4181534301,2981788200,0,35020000,278699162,942411158,0,0,185575512,0,2831232688,0,0,0,0,0,0,3016808200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12399,2022,563,Food and beverage service activities,2,0,0,0,289366477,0,4,N,0,289366477,0,0,0,0,0,0,0,-54124042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51068291,49081510,16359680,0,0,0,0,0,0,0,1
12400,2022,479,Sale of computers and electronic equipment,2,0,0,1,249899576,3203798332,7,N,1,249899576,3203601704,0,196628,0,0,0,0,-872942833,0,12747016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128889640,493004714,212896157,2067523409,1417734853,0,0,0,0,0,1
12401,2022,854,Education,2,1,0,0,9844744,5971140,5,N,0,9844744,5971140,0,0,0,0,0,0,-46635294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12402,2022,855,Education,3,0,0,0,1392952,0,6,N,0,1392952,0,0,0,0,0,0,0,-9054950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9009950,9008790,8980310,8965030,8970080,0,0,0,0,0,1
12403,2022,551,Accommodation,3,0,0,1,634108603,25985506,7,N,1,634108603,23696292,0,2289214,233519,0,0,0,-31398933,0,30984380,0,0,0,0,0,0,0,0,0,0,0,30984380,0,0,39628819,30403213,13593677,7506462,0,0,0,0,0,0,1
12404,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,1,25043627507,18815696071,7,N,0,25043627507,18387326256,0,428369815,662193138,0,0,0,4987120869,0,498792665,0,5438118951,0,0,0,0,0,0,0,0,0,157469103,0,0,0,0,0,0,0,0,0,0,0,0,1
12405,2022,479,Sale of computers and electronic equipment,2,0,0,0,4402100,0,5,N,0,4402100,0,0,0,0,0,0,0,-19134400,0,1630400,0,0,0,0,0,0,0,0,0,0,-24407000,0,0,0,24407000,0,0,0,0,0,0,0,0,0,1
12406,2022,472,Sale in non-specialized stores,2,0,0,1,4084091790,198354425,1,N,0,4084091790,198354425,0,0,0,0,0,0,-37020764,0,3705300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12407,2022,649,Financial service activities,2,0,0,0,11042140,36010400,8,Y,0,11042140,36010400,0,0,0,0,0,0,-32241300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32138100,8742300,10947227,8760545,0,0,0,0,0,0,1
12408,2022,551,Accommodation,3,0,0,1,1221770762,133441239,6,N,1,1221770762,133441239,0,0,0,4167650,0,0,-111722117,0,82069889,0,0,0,0,0,0,0,0,0,0,0,77041913,0,0,0,0,0,0,0,0,0,0,0,0,1
12409,2022,773,Rental and leasing activities,2,0,0,1,2486600811,316925878,5,N,0,2486600811,316925878,70154,0,0,0,0,0,136783579,0,4940400,0,0,0,0,0,0,0,0,0,0,-141723979,0,0,0,0,566690183,0,0,0,0,0,0,0,0,1
12410,2022,222,Manufacture of rubber and plastic products,3,0,0,0,4063787240,0,5,N,0,4063787240,0,0,0,0,0,0,0,-12268660,0,741060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10388700,10314750,8702712,8770925,0,0,0,0,0,0,1
12411,2022,239,Manufacture of products made of clay and stones,3,0,0,0,334924477,0,4,N,0,334924477,0,0,0,0,0,0,0,-41619185,0,0,0,0,0,0,0,0,0,0,0,0,-77395785,0,0,0,18467686,25114467,33813632,0,0,0,0,0,0,0,1
12412,2022,465,Import-export of food and non-alcoholic beverages,2,0,0,0,154908712,56768,1,N,0,154908712,0,0,56768,0,0,0,0,-93225575,0,730564,0,0,0,0,0,0,0,0,0,56768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12413,2022,683,Real Estate Development,2,0,0,0,10840059518,0,4,Y,0,10840059518,0,0,232664845,0,136191924,0,0,-856003139,0,15331543,0,0,0,0,0,0,0,0,0,4088634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12414,2022,702,Activities of head offices; management consultancy activities,2,0,0,0,20612996,0,1,Y,0,20612996,0,0,0,0,0,0,0,-20804024,0,960084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12415,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,107433897,0,4,Y,0,107433897,0,0,14533,0,0,0,0,-29874887,0,1482120,0,0,0,0,0,0,0,0,0,14533,0,0,0,0,31365278,20346350,12888845,0,0,0,0,0,0,0,1
12416,2022,478,Sale of computers and electronic equipment,2,0,0,0,189382,0,2,N,0,189382,0,0,0,0,0,0,0,-34632204,0,1778544,0,0,0,0,0,0,0,0,0,0,-24932880,0,0,0,24932880,0,0,0,0,0,0,0,0,0,1
12417,2022,465,Import-export of food and non-alcoholic beverages,2,0,0,1,764330602,156674617,8,N,1,764330602,156674617,32211408,0,13388958,0,0,0,78013486,0,4167785,0,0,0,0,0,0,0,0,0,0,-78409766,3771505,0,0,0,0,72480888,974504,0,0,0,0,0,0,1
12418,2022,522,Warehousing and support activities for transportation,2,0,0,0,6811228614,68984443395,3,N,0,6811228614,68984443395,0,0,48408972,0,0,0,1154085098,0,20515053,0,0,0,0,0,0,0,0,0,0,0,20769622,0,0,0,133395929,0,0,0,0,0,0,0,0,1
12419,2022,107,Manufacture of other food products,3,0,0,0,90560914,27931335,7,N,1,90560914,27931335,0,0,12814453,0,0,0,-20017778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36565267,11226918,29281965,23323804,38126394,0,0,0,0,0,1
12420,2022,551,Accommodation,3,0,0,1,213293475,270952713,3,N,0,213293475,270952713,0,0,252952292,0,0,0,-661575697,0,91816474,0,0,0,0,0,0,0,0,0,0,-61954294,75592939,0,0,61954294,0,0,0,0,0,0,0,0,0,1
12421,2022,466,Import-export of food and non-alcoholic beverages,2,0,0,0,2184393614,766112094,7,N,0,2184393614,766112094,0,0,3896993,0,0,0,-65676367,0,974248,0,0,0,0,0,0,0,0,0,0,0,974248,0,0,0,0,33823322,0,0,0,0,0,0,0,1
12422,2022,551,Accommodation,3,0,0,1,356693492,57380476,1,N,1,356693492,57380476,0,0,4881623,0,0,0,-244116238,0,11982186,0,0,0,0,0,0,0,0,0,0,0,976325,0,0,0,0,0,0,0,0,0,0,0,0,1
12423,2022,522,Warehousing and support activities for transportation,2,0,0,1,2687165449,15993394916,7,N,0,2687165449,15993394916,0,26884,71466516,29679453,0,0,1092538007,0,182906330,0,0,0,0,0,0,0,0,100195347,0,-1065472660,41412071,0,0,432775280,0,0,0,1847039093,0,0,0,0,0,1
12424,2022,551,Accommodation,2,0,0,0,2053000,0,3,N,0,2053000,0,0,0,0,0,0,0,-24588600,0,1962600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22555200,3000000,3000000,3000000,3000000,0,0,0,0,0,1
12425,2022,731,Advertising and market research,2,0,0,1,23751019,649474048,5,N,0,23751019,649474048,0,0,0,0,0,0,-40870908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12426,2022,310,Manufacture of furniture,3,0,0,1,9227614,735770,3,N,1,9227614,735770,0,0,0,0,0,0,-15578230,0,0,0,0,0,0,0,0,0,0,0,0,-35219573,0,0,0,22985892,12233681,0,0,0,0,0,0,0,0,1
12427,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,1,7813416,416355347,6,N,0,7813416,416066972,0,288375,0,0,0,0,-243394948,0,12577623,0,138116124,0,0,0,0,0,0,0,0,0,0,0,0,425617998,379959282,321952226,339921008,318699483,0,0,0,0,0,1
12428,2022,473,"Sale of solid, liquid, and gaseous fuels and related products",3,0,0,1,3146961214,19700182867,4,N,1,3146961214,19700182867,18318775,204987306,336949443,633198006,0,0,921755392,0,266645345,0,0,0,0,0,0,0,0,89029409,0,0,266645345,0,0,0,0,0,0,0,0,0,0,0,0,1
12429,2022,681,Real estate activities,3,0,0,0,81469870,0,4,N,0,81469870,0,0,0,0,0,0,0,-9628600,0,0,0,0,0,0,0,0,0,0,0,0,-28942800,0,0,0,10977600,10908000,7057200,0,0,0,0,0,0,0,1
12430,2022,478,Sale of computers and electronic equipment,3,0,0,0,86050141,120000000,2,N,1,86050141,120000000,0,0,2818572,0,0,0,32685786,0,563714,0,0,0,0,0,0,0,0,0,0,0,563714,0,0,0,0,0,0,0,0,0,0,0,0,1
12431,2022,479,Sale of computers and electronic equipment,2,0,0,0,154147324,0,1,N,0,154147324,0,0,0,0,0,0,0,-5852676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12432,2022,432,CONSTRUCTION,2,0,0,0,66505900,0,1,N,0,66505900,0,0,0,0,0,0,0,-13494100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12433,2022,791,Travel agency and related tourism activities,2,0,0,1,3019325,277511984,7,N,0,3019325,277511984,0,0,3661459,0,0,0,-81669217,0,0,0,0,0,0,0,0,0,0,0,0,-296296085,906638,0,0,101325374,108823314,9933091,29918238,46296068,0,0,0,0,0,1
12434,2022,741,"Other professional, scientific and technical activities",3,0,0,0,7493000,0,2,N,0,7493000,0,0,0,0,0,0,0,-11019000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5488000,0,0,0,0,0,0,0,0,0,1
12435,2022,410,CONSTRUCTION,3,0,0,0,21085709,0,4,N,0,21085709,0,0,0,0,0,0,0,-43562595,0,2804295,0,0,0,0,0,0,0,0,0,0,-88801900,0,0,0,34242600,35259400,19299900,0,0,0,0,0,0,0,1
12436,2022,702,Activities of head offices; management consultancy activities,3,0,0,0,378836665,0,1,N,0,378836665,0,0,0,0,0,0,0,-34692724,0,5017388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12437,2022,551,Accommodation,2,0,0,1,8025426274,527974376,6,N,0,8025426274,527974376,0,0,119613202,0,0,0,-272090364,0,0,0,0,0,0,0,0,0,0,0,0,-2431793070,0,0,0,521817008,287221607,579467758,456237080,587049617,0,0,0,0,0,1
12438,2022,410,CONSTRUCTION,2,0,0,1,2134253088,19249285378,5,N,0,2134253088,19249285378,0,3211,22669489,8069320,0,0,914947917,0,21361384,0,0,0,0,0,0,0,0,0,0,0,7281244,0,0,0,0,0,201805212,0,0,0,0,0,0,1
12439,2022,410,CONSTRUCTION,3,0,0,0,181911440,0,4,N,0,181911440,0,0,0,0,0,0,0,-1200000,0,0,0,0,0,0,0,0,0,0,0,0,-16888560,0,0,0,1200000,6154680,9533880,0,0,0,0,0,0,0,1
12440,2022,351,"Electric power generation, transmission and distribution",2,0,0,0,85732116598,190905,3,N,0,85732116598,0,0,190905,672210,144626093,0,0,-460251658,0,27977527,0,0,0,0,0,0,0,0,0,190905,-267512335,36971975,0,0,254046004,13466331,0,0,0,0,0,0,0,0,1
12441,2022,682,Real estate activities,2,0,0,0,9780000,0,8,Y,0,9780000,0,0,0,0,0,0,0,-87553500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59957798,43950798,108734520,124590700,62669300,0,0,0,0,0,1
12442,2022,649,Financial service activities,2,0,0,0,0,0,4,Y,0,0,0,0,0,0,0,0,0,-1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,1200000,2600000,0,0,0,0,0,0,0,1
12443,2022,970,Other personal services,2,0,0,1,65025010,1420215306,4,N,0,65025010,1420200238,0,15068,0,0,0,0,-430163716,0,36029967,0,0,0,0,0,0,15068,0,0,0,-1529330714,0,0,0,97520144,1431810570,0,0,0,0,0,0,0,0,1
12444,2022,466,Import-export of food and non-alcoholic beverages,2,0,0,0,146708906,874347052,3,N,0,146708906,874347052,0,40964,2557956,1317440,0,0,88059501,0,7989039,0,0,0,0,0,0,0,0,0,0,-33673482,1352366,0,0,0,0,0,0,0,0,0,0,0,0,1
12445,2022,221,Manufacture of rubber and plastic products,3,0,0,0,7063828450,0,4,N,0,7063828450,0,0,0,294135621,0,0,0,-454128087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97626983,523381465,496928780,0,0,0,0,0,0,0,1
12446,2022,681,Real estate activities,2,0,0,0,73273125,0,2,N,0,73273125,0,0,0,0,0,0,0,-14626875,0,1220625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000,0,0,0,0,0,0,0,0,0,1
12447,2022,162,Manufacture of wood and related materials,3,0,0,0,1866419620,0,4,N,0,1866419620,0,0,0,0,0,0,0,-55544400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32568800,30337500,8514000,0,0,0,0,0,0,0,1
12448,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,1,426288923,1848387,7,N,0,426288923,1848387,0,0,100301902,0,0,0,-36340869,0,20101336,0,0,0,0,0,0,0,0,0,0,0,20101336,0,0,219404659,262314245,353601629,682273669,0,0,0,0,0,0,1
12449,2022,561,Food and beverage service activities,3,0,0,0,785670350,0,1,N,1,785670350,0,0,0,0,0,0,0,-14535500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12450,2022,475,Sale of computers and electronic equipment,3,0,0,1,1911425042,983118795,1,N,1,1911425042,983118795,0,0,0,0,0,0,-155365127,0,909516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12451,2022,463,Import-export of food and non-alcoholic beverages,3,0,0,1,116037473,157967695,2,N,0,116037473,157967695,0,0,68748750,0,0,0,-6180456,0,17547188,0,0,0,0,0,0,0,0,0,0,0,17187188,0,0,0,0,0,0,0,0,0,0,0,0,1
12452,2022,410,CONSTRUCTION,2,0,0,0,2075435,0,2,N,0,2075435,0,0,0,0,0,0,0,-18471115,0,0,0,0,0,0,0,0,0,0,0,0,-6453450,0,0,0,6453450,0,0,0,0,0,0,0,0,0,1
12453,2022,410,CONSTRUCTION,2,0,0,1,931210231,732837239,8,N,0,931210231,732837239,0,0,97441403,12392170,0,0,-1693263968,0,26746502,0,0,0,0,0,0,0,0,0,0,0,26746502,0,0,299598008,619139066,0,0,0,0,0,0,0,0,1
12454,2022,682,Real estate activities,2,0,0,0,248221763,0,1,N,0,248221763,0,0,0,224620914,0,0,0,-71998497,0,19331310,0,0,0,0,0,0,0,0,0,0,0,57928358,0,0,0,0,0,0,0,0,0,0,0,0,1
12455,2022,465,Import-export of food and non-alcoholic beverages,2,0,0,0,1285443047,1544412186,8,Y,1,1285443047,1544412186,0,0,25033912,71569928,0,0,116210146,0,46804526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12456,2022,641,Financial service activities,2,0,0,0,1.83E+12,1.67E+11,6,Y,0,1.83E+12,1.67E+11,0,5774156602,7930685055,9466592205,0,0,60814607212,415661503,27858423987,709140899,0,0,13814737266,0,0,2488882946,0,35989443039,1.67E+11,0,8433635612,0,0,0,0,0,0,0,0,0,0,0,0,1
12457,2022,475,Sale of computers and electronic equipment,2,0,0,0,11370855,0,2,N,0,11370855,0,0,0,0,0,0,0,-8616600,0,0,0,0,0,0,0,0,0,0,0,0,-10074300,0,0,0,10074300,0,0,0,0,0,0,0,0,0,1
12458,2022,949,Activities of membership organizations,2,0,0,0,1136147658,0,6,N,0,1136147658,0,0,2030224444,0,0,0,0,10879519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12459,2022,151,Manufacture of wearing apparels,3,0,0,0,35642428083,2.29E+11,8,N,0,35642428083,2.29E+11,504284584,0,6264854252,401932206,1436596425,0,4616819504,0,1524414774,0,0,0,0,0,0,0,0,0,0,0,1610807631,0,0,0,0,0,0,549569661,0,0,0,0,0,1
12460,2022,410,CONSTRUCTION,2,0,0,0,113870651,17838435,3,Y,0,113870651,17838435,0,0,81171000,0,0,0,-74775269,0,20292750,0,0,0,0,0,0,0,0,0,0,0,20292750,0,0,91109700,244380,0,0,0,0,0,0,0,0,1
12461,2022,410,CONSTRUCTION,2,0,0,0,2.35E+11,982180000,6,N,0,2.35E+11,982180000,0,0,25980477529,277593840,0,0,-13135488603,0,12925348631,0,0,0,0,0,0,0,0,0,0,0,12238472767,0,0,14520014476,29373095720,6891754968,1305338714,0,0,0,0,0,0,1
12462,2022,331,Repair and installation of machinery and equipment,2,0,0,0,238693121,105596151,7,N,0,238693121,105593557,2594,0,47248805,0,0,0,6085585,0,26809904,0,0,0,0,0,0,0,0,0,0,-105518488,9492636,0,0,128921340,126420346,113558829,84412880,59555020,0,0,0,0,0,1
12463,2022,960,Other personal services,2,0,0,1,46028431,6512312,1,N,0,46028431,6512312,0,0,0,0,0,0,-36311569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12464,2022,410,CONSTRUCTION,3,0,0,0,13781600,0,8,N,0,13781600,0,0,0,17227000,0,0,0,-4645400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12465,2022,466,Import-export of food and non-alcoholic beverages,3,0,0,0,4089910140,0,3,N,0,4089910140,0,0,0,0,0,0,0,-10868880,0,988080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9777600,4854000,0,0,0,0,0,0,0,0,1
12466,2022,561,Food and beverage service activities,3,0,0,0,18704650,97725,5,N,1,18704650,0,0,97725,18721159,0,18721159,0,-64434234,0,747984,0,0,0,0,0,-96702,0,0,0,0,0,0,0,0,64088419,125109323,13578672,0,0,0,0,0,0,0,1
12467,2022,711,Architectural and engineering activities; technical testing and analysis,3,0,0,0,18761000,0,3,Y,1,18761000,0,0,0,0,0,0,0,-1239000,0,1239000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12468,2022,462,Import-export of agricultural raw materials and live animals,2,0,0,0,552158044,0,2,N,0,552158044,0,0,0,0,0,0,0,-35710245,0,1976160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29473550,0,0,0,0,0,0,0,0,0,1
12469,2022,12,Agriculture,1,0,0,0,132919733,0,8,N,0,132919733,0,0,0,16463368,1029250,0,0,-248405412,0,5299074,0,0,0,0,0,0,0,0,0,0,0,3734273,0,0,253017624,182388565,6920300,6081800,5897570,0,0,0,0,0,1
12470,2022,492,Transport,2,0,0,0,7170300,0,4,N,0,7170300,0,0,0,0,0,0,0,-40445700,0,0,0,0,0,0,0,0,0,0,0,0,-73384000,0,0,0,30699500,29936000,12748500,0,0,0,0,0,0,0,1
12471,2022,351,"Electric power generation, transmission and distribution",3,0,0,1,1143150482,1305358847,8,N,1,1143150482,1305358847,0,674568186,657307715,0,0,0,127443551,0,138613326,0,0,0,0,0,0,0,0,0,0,0,160198805,0,0,0,89413626,56662809,50281568,0,0,0,0,0,0,1
12472,2022,478,Sale of computers and electronic equipment,3,0,0,0,332885344,72093040,7,N,1,332885344,72093040,0,0,0,0,0,0,-21345961,0,669409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16189763,28933000,32924291,1050000,18090967,0,0,0,0,0,1
12473,2022,949,Activities of membership organizations,2,1,0,0,4421479281,0,4,N,0,4421479281,0,0,5554097147,0,0,0,0,4387322508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12474,2022,683,Real Estate Development,3,0,0,0,2445104825,76109100,7,N,1,2445104825,76109100,0,0,13402262,0,0,0,-47612197,0,3350566,0,0,0,0,0,0,0,0,0,0,-1201121774,3350566,0,0,194608602,230333134,326519093,234576666,215084279,0,0,0,0,0,1
12475,2022,11,Agriculture,1,0,0,1,2332542053,0,6,N,0,2332542053,0,0,12351000,0,0,0,0,9263250,0,35100,0,0,0,0,0,0,0,0,0,0,-9298350,0,0,0,15888600,15775500,5591760,27910498,7580342,0,0,0,0,0,1
12476,2022,466,Import-export of food and non-alcoholic beverages,2,0,0,1,1371231611,1093063500,7,N,0,1371231611,1093063500,0,0,0,0,0,0,185245486,0,138762744,0,0,0,0,0,0,0,0,0,0,-563986019,50558340,0,0,283195150,757010313,532726187,429337867,598818642,0,0,0,0,0,1
12477,2022,477,Sale of computers and electronic equipment,2,0,0,0,34537445,13603562,7,N,0,34537445,13603562,0,0,0,0,0,0,8208297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2945845,3744824,2024073,4569298,0,0,0,0,0,1
12478,2022,421,CONSTRUCTION,2,0,0,1,11201853202,43119819516,7,N,0,11201853202,43119819516,0,0,1235957111,622914451,0,0,383381420,0,393228462,0,0,0,0,0,0,0,0,0,0,0,387461630,0,0,0,0,0,0,0,0,0,0,0,0,1
